id,month,bank_name,no_of_transactions,amt_of_transactions,no_of_active_costumers
33049,01-03-2024,Jain Co-operative Bank,1297,219.88,175
33050,01-03-2024,Jalgaon Peoples Co-operative Bank,943348,41746.78,8066
33051,01-03-2024,Jamkhandi Urban Co-operative Bank,31044,515.1,198
33052,01-03-2024,Jammu and Kashmir Bank,77287162,2124028.03,1377137
33053,01-03-2024,Jamnagar Peoples Co-operative Bank,1246,1434.12,159
33054,01-03-2024,Jampeta Co-operative Urban Bank,62300,883.15,202
33055,01-03-2024,Jhajjar Central Co-operative Bank,206,45.93,255
33056,01-03-2024,Jind Central Co-operative Bank,992,381.68,708
33057,01-03-2024,Junagadh Commercial Co-operative Bank,10799,6742.39,965
33058,01-03-2024,Junagadh Jilla Co-operative Bank,45466,2658.98,2907
33059,01-03-2024,Kalupur Commercial Co-operative Bank,2439968,173725.39,119315
33060,01-03-2024,Kalyan Janata Co-operative Bank,2440991,35039.61,4192
33061,01-03-2024,Kancheepuram Central Co-operative Bank,634,46.66,634
33062,01-03-2024,Karnataka State Co-operative Apex Bank,441699,11083.76,39800
33063,01-03-2024,Karnavati Co-operative Bank,19110,23520.34,992
33064,01-03-2024,Khattri Co-operative Urban Bank,1502,733.44,188
33065,01-03-2024,Kodagu District Central Co-operative Bank,1656,480.5,400
33066,01-03-2024,Kodungallur Town Co-operative Bank,172,47.8,172
33067,01-03-2024,Kolar and Chikballapura District Central Co-operative Bank Kolar,564,123.14,229
33068,01-03-2024,Kolhapur Urban Co-operative Bank,4693,1407.83,619
33069,01-03-2024,Kranthi Co-operative Urban Bank,67435,1708.66,233
33070,01-03-2024,Krishna District Co-operative Central Bank,5521,1618.4,2291
33071,01-03-2024,Kukarwada Nagarik Co-operative Bank,12812,15857.48,3747
33072,01-03-2024,Kumbakonam Central Co-operative Bank,97,4.81,55
33073,01-03-2024,Lunawada Peoples Co-operative Bank,8170,4211.57,359
33074,01-03-2024,Maharaja Co-operative Urban Bank,854,275.19,206
33075,01-03-2024,Maharashtra Mantralaya and Allied Offices Co-operative Bank,3080,501.13,864
33076,01-03-2024,Maharashtra State Co-operative Bank,16293,2080.54,12922
33077,01-03-2024,Malad Co-operative Bank,108784,2101.95,636
33078,01-03-2024,Malviya Urban Co-operative Bank,80,21.78,6
33079,01-03-2024,Mandvi Nagrik Co-operative Bank,691,230.83,118
33080,01-03-2024,Mangalore Catholic Co-operative Bank,4408,925.05,709
33081,01-03-2024,Mangalore Co-operative Town Bank,362,64.55,68
33082,01-03-2024,Mattancherry Sarvajanik Co-operative Bank,980,47.22,172
33083,01-03-2024,Meghalaya Co-operative Apex Bank,13343,2565.79,2825
33084,01-03-2024,Mehsana Nagrik Co-operative Bank,16223,5495.85,518
33085,01-03-2024,Modasa Nagarik Co-operative Bank,3438,3005.09,365
33086,01-03-2024,Municipal Co-operative Bank Mumbai,15652,2521.76,5046
33087,01-03-2024,Muslim Co-operative Bank,428995,13702.86,1508
33088,01-03-2024,Mysore and Chamarajanagar District Co-operative Central Bank Mysuru,1424,300.63,54
33089,01-03-2024,Nalgonda District Co-operative Central Bank,114445,2537.4,5444
33090,01-03-2024,Nanded Merchants Co-operative Bank,67468,9247.21,4256
33091,01-03-2024,Nandura Urban Co-operative Bank,258990,10056.85,787
33092,01-03-2024,Naroda Nagrik Co-operative Bank,16212,11294.39,1818
33093,01-03-2024,Nasik Merchants Co-operative Bank,348291,21207.65,3578
33094,01-03-2024,Naval Dockyard Co-operative Bank,16259,1516.64,4448
33095,01-03-2024,Navnirman Co-operative Bank,29535,30147.44,2154
33096,01-03-2024,Nawanagar Co-operative Bank,28549,27724.06,11908
33097,01-03-2024,Nilambur Co-operative Urban Bank,23791,4543.03,3346
33098,01-03-2024,The Nilgiris District Central Co-operative Bank Ltd,610,88.62,194
33099,01-03-2024,Ottapalam Co-operative Urban Bank,1401,278.88,960
33100,01-03-2024,Panchmahal District Co-operative Bank,20478,11449.78,10332
33101,01-03-2024,Panchsheel Mercantile Co-operative Bank,1021,86.3,92
33102,01-03-2024,Panipat Central Co-operative Bank,1036,469.64,751
33103,01-03-2024,Panipat Urban Co-operative Bank,91775,41695.14,4980
33104,01-03-2024,Pimpalgaon Merchant Co-operative Bank,1030,405.06,217
33105,01-03-2024,Ponani Co-operative Urban Bank,8,0.52,7
33106,01-03-2024,Pratap Co-operative Bank,1061,198.77,222
33107,01-03-2024,Pudukkottai District Central Co-operative Bank,70284,1468.79,35
33108,01-03-2024,Punjab State Co-operative Bank,2781,337.47,623
33109,01-03-2024,Railway Employees Co-operative Bank Jaipur,2028,1844.74,163
33110,01-03-2024,Raipur Urban Mercantile Co-operative Bank Raipur,346,149.26,38
33111,01-03-2024,Rajasthan State Co-operative Bank,22208,825.55,901
33112,01-03-2024,Rajkot Commercial Co-operative Bank,5015,4559.66,547
33113,01-03-2024,Rander Peoples Co-operative Bank,494,151.13,78
33114,01-03-2024,Ranuj Nagrik Co-operative Bank,1881,883.25,591
33115,01-03-2024,Rayat Sevak Co-operative Bank Satara,2259,237.39,1288
33116,01-03-2024,Sabarkantha District Central Co-operative Bank,37799,22934.06,24543
33117,01-03-2024,Salem District Central Co-operative Bank,430,31.18,298
33118,01-03-2024,Sangamner Merchants Co-operative Bank,5532,3040.49,625
33119,01-03-2024,Sankheda Nagrik Co-operative Bank,442,177.25,56
33120,01-03-2024,Santrampur Urban Co-operative Bank,901,1174.95,378
33121,01-03-2024,Sarangpur Co-operative Bank,2379,3510.76,540
33122,01-03-2024,Sardargunj Mercantile Co-operative Bank Patan,1207,1141.51,171
33123,01-03-2024,Sarvodaya Co-operative Bank Surat,17961,15424.48,4961
33124,01-03-2024,Satara District Central Co-operative Bank,40065,8429.06,9210
33125,01-03-2024,Saurashtra Co-operative Bank,38770,3335.6,1696
33126,01-03-2024,Shahada Peoples Co-operative Bank Shahada,18448,1637.58,295
33127,01-03-2024,Shillong Co-operative Urban Bank,2795,424.95,2024
33128,01-03-2024,Shirpur Peoples Co-operative Bank,8444,774.38,2479
33129,01-03-2024,Sirsi Urban Co-operative Bank,1485,346.68,251
33130,01-03-2024,Sonepat Central Co-operative Bank,644,167.99,383
33131,01-03-2024,SSK Co-operative Bank,49513,1209.95,52
33132,01-03-2024,Sultans Battery Co-operative Urban Bank,1852,96.58,3010
33133,01-03-2024,Surat District Co-operative Bank,28137,14668.27,5685
33134,01-03-2024,Surat Mercantile Co-operative Bank,7887,5751.8,755
33135,01-03-2024,Sutex Co-operative Bank,57702,35221.58,4809
33136,01-03-2024,Tamil Nadu Industrial Co-operative Bank,1810,127.36,2249
33137,01-03-2024,Thane District Central Co-operative Bank,21811,2817.74,4886
33138,01-03-2024,Thanjavur Central Co-operative Bank,131,8.46,246
33139,01-03-2024,Thoothukudi Central Co-operative Bank,78,5.17,40
33140,01-03-2024,Tiruchirapalli District Central Co-operative Bank,619,42.07,415
33141,01-03-2024,Udaipur Mahila Samridhi Urban Co-operative Bank,43857,1746.45,1807
33142,01-03-2024,Udaipur Mahila Samridhi Urban Co-operative Bank,80327,1843.75,2377
33143,01-03-2024,Udaipur Urban Co-operative Bank,77762,7479.89,3936
33144,01-03-2024,Udupi Co-operative Town Bank,821,113.3,165
33145,01-03-2024,Umreth Urban Co-operative Bank,2641,1360.88,704
33146,01-03-2024,Una Peoples Co-operative Bank,1690,1058.85,445
33147,01-03-2024,Union Co-operative Bank,35941,5535.81,707
33148,01-03-2024,Urban Co-operative Bank Dharangaon,138056,1684.22,2514
33149,01-03-2024,Vaish Co-operative New Bank,142,40.28,168
33150,01-03-2024,Varachha Co-operative Bank,93126,68661.55,12470
33151,01-03-2024,Vellore District Central Co-operative Bank,912,94.69,410
33152,01-03-2024,Veraval Mercantile Co-operative Bank,13252,10142.64,1231
33153,01-03-2024,Veraval Peoples Co-operative Bank,13724,7750.59,2710
33154,01-03-2024,Vijay Co-operative Bank,3272,773.85,521
33155,01-03-2024,Virudhunagar District Central Co-operative Bank,28,1.37,23
33156,01-03-2024,Vishweshwar Co-operative Bank,771922,12119.27,1391
33157,01-03-2024,Washim Urban Co-operative Bank,2157,659.32,302
33158,01-03-2024,West Bengal State Co-operative Bank,4787,521.94,2928
33159,01-03-2024,Yamuna Nagar Central Co-operative Bank,314,50.19,290
33160,01-03-2024,Zoroastrian Co-operative Bank,17009,2602.09,2203
33161,01-03-2024,The New Urban Co-operative Bank Rampur,87952,5139.92,2582
33162,01-03-2024,Tirunelveli District Central Co-operative Bank,156,11.78,614
33163,01-03-2024,Tirupati Urban Co-operative Bank Mydt,5655,1204.47,1074
33164,01-03-2024,Tiruvannamalai District Central Co-operative Bank,274,26.63,274
33165,01-03-2024,TJSB Co-operative Bank,9141851,128161.06,12665
33166,01-03-2024,Tripura Gramin Bank,1858790,24645.24,2654
33167,01-03-2024,Tripura State Co-operative Bank,197270,4151.53,15929
33168,01-03-2024,Tumkur Grain Merchants Co-operative Bank,5166,2851.73,1176
33169,01-03-2024,Akola Urban Co-operative Bank,80579,2596.72,1938
33170,01-03-2024,Annasaheb Savant Co-operative Urban Bank Mahad,720,39.04,181
33171,01-03-2024,Bangalore City Co-operative Bank,1041,103.45,541
33172,01-03-2024,Bharuch District Co-operative Bank,70743,1638.76,1445
33173,01-03-2024,Chandwad Merchants Co-operative Bank,3077,1007.74,333
33174,01-03-2024,Chitradurg District Central Co-operative Bank,381,292.87,340
33175,01-03-2024,District Co-operative Central Bank Khammam,269,25.86,128
33176,01-03-2024,Gandhi Gunj Co-operative Bank,4635,410.87,253
33177,01-03-2024,Gandhinagar Urban Co-operative Bank,11068,712.57,346
33178,01-03-2024,Grain Merchants Co-operative Bank,60,49.73,169
33179,01-03-2024,Jaipur Central Co-operative Bank,251,34.16,43
33180,01-03-2024,Kaira District Central Co-operative Bank,13001,6877.15,17529
33181,01-03-2024,Kurukshetra Central Co-operative Bank,363,122.41,481
33182,01-03-2024,Mudalagi Co-operative Bank,249,99.44,135
33183,01-03-2024,Nandurbar Merchants Co-operative Bank,500,143.97,71
33184,01-03-2024,Nasik Road Deolali Vyapari Co-operative Bank,7215,1759.52,889
33185,01-03-2024,Surat Peoples Co-operative Bank,838168,230121.13,873
33186,01-03-2024,Vallabh Vidyanagar Commercial Co-operative Bank,3303,2145.03,458
33187,01-03-2024,Sarvodaya Co-operative Bank Modasa,11355,1604.37,928
33188,01-03-2024,UP Co-operative Bank,92984,1472.3,237
33189,01-03-2024,UCO Bank,161805523,2774779.2,445272
33190,01-03-2024,Ujjivan Small Finance Bank,36016519,587064.46,1464430
33191,01-03-2024,Uma Co-operative Bank,403,523.61,358
33192,01-03-2024,Umiya Urban Co-operative Bank Maryadit,49,2.96,20
33193,01-03-2024,Union Bank of India,874136333,16466152.29,22504992
33194,01-03-2024,Unity Small Finance Bank,102328,5789.67,6289
33195,01-03-2024,Unjha Nagrik Co-operative Bank,6486,11910.12,920
33196,01-03-2024,Utkarsh Small Finance Bank,148196,52217.21,32999
33197,01-03-2024,Uttarakhand Gramin Bank,91316,19318.53,1547
33198,01-03-2024,Urban Co-operative Bank Bareilly,99544,2833.19,9083
33199,01-03-2024,Vaishya Nagari Co-operative Bank,18257,16184.68,681
33200,01-03-2024,Vaishya Co-operative Bank Mumbai,1010,130.81,182
33201,01-03-2024,Valmiki Urban Co-operative Bank Pathari,117405,1230.82,53
33202,01-03-2024,Valsad District Central Co-operative Bank,71695,2670.36,484
33203,01-03-2024,Vardhaman Mahila Co-operative Urban Bank,37908,998.62,126
33204,01-03-2024,Vasai Janata Co-operative Bank,10945,5262.77,9831
33205,01-03-2024,Vasai Vikas Co-operative Bank,1023000,19991.39,2409
33206,01-03-2024,Veerashaiva Co-operative Bank,12963,502.53,3519
33207,01-03-2024,Vidarbha Merchants Urban Co-operative Bank,19083,11771.05,129
33208,01-03-2024,Vidyasagar Central Co-operative Bank,6221,823.82,4207
33209,01-03-2024,Vijay Commercial Co-operative Bank,20030,2032.89,489
33210,01-03-2024,Vijayapura District Central Co-operative Bank,6051,3736.26,1868
33211,01-03-2024,Vikas Souharda Co-operative Bank,275860,9811.28,8012
33212,01-03-2024,Vikramaditya Nagrik Co-operative Bank,14701,4893.83,646
33213,01-03-2024,Vilas Co-operative Bank Latur,5278,141.3,633
33214,01-03-2024,Villupuram District Central Co-operative Bank,479,72.4,227
33215,01-03-2024,Wana Nagrik Co-operative Bank Hinganghat,210,379.07,44
33216,01-03-2024,Warangal Urban Co-operative Bank,73678,1926.71,274
33217,01-03-2024,Wardhaman Urban Co-operative Bank,1600,433.22,1233
33218,01-03-2024,Woori Bank,794,456.42,539
33219,01-03-2024,Wardha Zilla Parishad Employees Urban Co-operative Bank Wardha,35,1.22,57
33220,01-03-2024,Yes Bank,79366058,2125563.12,494986
33221,01-04-2024,Andhra Pradesh Mahesh Co-operative Urban Bank,12696,4571.4,5329
33222,01-04-2024,Abhinandan Urban Co-operative Bank Amravati,10560,1563.96,319
33223,01-04-2024,Abhinav Co-operative Bank,9746,2177.19,1623
33224,01-04-2024,Abhyudaya Co-operative Bank,7448133,99493.09,239775
33225,01-04-2024,Adarniya P D Patilsaheb Co-operative Bank Karad,75218,1147.14,2705
33226,01-04-2024,Adarsh Co-operative Urban Bank,387679,31562.31,27289
33227,01-04-2024,Agrasen Bank,3832,1737.58,546
33228,01-04-2024,Ahmednagar Merchants Co-operative Bank,12315,6667.77,1538
33229,01-04-2024,Ahmednagar Shahar Co-operative Bank,1204,203.11,2547
33230,01-04-2024,Airtel Payments Bank,355973710,2144532.96,15180683
33231,01-04-2024,Akhand Anand Co-operative Bank Surat,10086,5981.49,1140
33232,01-04-2024,Alavi Co-operative Bank,970,419.95,196
33233,01-04-2024,Aman Co-operative Bank Ichalkaranji,80,28.47,41
33234,01-04-2024,Amarnath Co-operative Bank,237,166.38,52
33235,01-04-2024,Ambajogai Peoples Co-operative Bank Ambajogai,3428,2206.74,3939
33236,01-04-2024,Ambarnath Jai-Hind Co-operative Bank,7618,1949.02,2133
33237,01-04-2024,Amreli Jilla Madhyasth Co-operative Bank,316460,17813.46,15029
33238,01-04-2024,Amreli Nagarik Co-operative Bank,720,1227.72,144
33239,01-04-2024,Andhra Pradesh Grameen Vikas Bank,127066,52863.42,52038
33240,01-04-2024,Apna Co-operative Bank,207592,21883.38,6351
33241,01-04-2024,Appasaheb Birnale Co-operative Bank Dudhgaon,805,59.97,221
33242,01-04-2024,Arihant Urban Co-operative Bank,34,7.78,43
33243,01-04-2024,Arvind Co-operative Bank,176147,4321.66,442
33244,01-04-2024,Aryavart Bank,906911,19733.74,76253
33245,01-04-2024,Assam Gramin Vikash Bank,2427010,28857.8,19197
33246,01-04-2024,Associate Co-operative Bank,5723,7948.31,5808
33247,01-04-2024,AU Small Finance Bank,45846191,2629447.06,394684
33248,01-04-2024,Axis Bank,650685303,20421626,5028702
33249,01-04-2024,Balasinor Nagarik Co-operative Bank,8508,1152.22,333
33250,01-04-2024,Balitikuri Co-operative Bank,1220,28.08,168
33251,01-04-2024,Balotra Urban Co-operative Bank,68699,6551.54,2164
33252,01-04-2024,Balusseri Co-operative Urban Bank,13,2.11,13
33253,01-04-2024,Banaskantha District Central Co-operative Bank,32503,26567.53,79
33254,01-04-2024,Bandhan Bank,53699907,1927877.76,283516
33255,01-04-2024,Bank of Bahrain and Kuwait B.S.C.,595,65.56,174
33256,01-04-2024,Bank of Baroda,854577058,15023514.18,2884739
33257,01-04-2024,Bank of India,413284976,6143192.44,320863
33258,01-04-2024,Bank of Maharashtra,203278855,3496886.17,205922
33259,01-04-2024,Baran Nagrik Sahkari Bank,25853,5133.84,1754
33260,01-04-2024,Baroda UP Gramin Bank,211695,57269.97,669967
33261,01-04-2024,Basoda Nagrik Co-operative Bank,32,2.71,10
33262,01-04-2024,Bassein Catholic Co-operative Bank,70385,60021.74,21742
33263,01-04-2024,Bhadradri Co-operative Urban Bank,216825,4671.41,272
33264,01-04-2024,Bhagini Nivedita Co-operative Bank,577994,7908.04,26008
33265,01-04-2024,Bharat Co-operative Bank,5513486,176276.15,68144
33266,01-04-2024,Bhavana Rishi Co-operative Urban Bank,1142,535.54,1142
33267,01-04-2024,Bhavani Urban Co-operative Bank,2,0.18,20
33268,01-04-2024,Bhavnagar District Co-operative Bank,6827,3292.06,10242
33269,01-04-2024,Bhilwara Urban Co-operative Bank,24832,863.24,696
33270,01-04-2024,Bombay Mercantile Co-operative Bank,353493,13134.87,1489
33271,01-04-2024,C G Rajya Co-operative Bank Mydt,84143,3113.14,3133
33272,01-04-2024,Canara Bank,651995384,15799692.39,2509800
33273,01-04-2024,Capital Small Finance Bank,1264941,73837.65,20496
33274,01-04-2024,Catholic Syrian Bank,7239902,192664.88,62763
33275,01-04-2024,Central Bank of India,196250027,5046721.44,401339
33276,01-04-2024,Chaitanya Godavari Grameena Bank,6033667,88592.42,217338
33277,01-04-2024,Chikmagalur District Central Co-operative Bank,870,146.24,153
33278,01-04-2024,Citizen Credit Co-operative Bank,268949,4819.37,6166
33279,01-04-2024,Citizens Co-operative Bank Rajkot,7175,7984.66,591
33280,01-04-2024,City Union Bank,58573503,1227295.92,238433
33281,01-04-2024,Coastal Local Area Bank,7682,3894.05,1844
33282,01-04-2024,Col R D Nikam Sainik Co-operative Bank,66,5.68,27
33283,01-04-2024,Contai Co-operative Bank,1140,553.26,344
33284,01-04-2024,Dakshin Bihar Gramin Bank,50898,15767.04,28943
33285,01-04-2024,Dapoli Urban Co-operative Bank,2,0.01,3
33286,01-04-2024,Dausa Urban Co-operative Bank,11415,2693.07,378
33287,01-04-2024,DBS Bank India,25682250,590393.43,147835
33288,01-04-2024,DCB Bank,6171881,297511.07,84187
33289,01-04-2024,DCCB Srikakulam,1394,229.64,945
33290,01-04-2024,Deendayal Nagari Co-operative Bank,1217,545.33,1475
33291,01-04-2024,Deogiri Nagari Co-operative Bank,16266,4542.05,1925
33292,01-04-2024,Deutsche Bank AG,865601,43118.47,33816
33293,01-04-2024,Dhanera Mercantile Co-operative Bank,7541,10372.27,846
33294,01-04-2024,Dhanlaxmi Bank,88840,37273.53,33387
33295,01-04-2024,Dindigul Central Co-operative Bank,166,8.36,83
33296,01-04-2024,Dattatray Maharaj Kalambe Jaoli Bank,12530,1881.89,2640
33297,01-04-2024,Doha Bank QPSC,1946,835.92,1409
33298,01-04-2024,Dombivli Nagrik Co-operative Bank,3843485,140215.56,655
33299,01-04-2024,Durgapur Steel Peoples Co-operative Bank,3757,460.55,1058
33300,01-04-2024,Equitas Small Finance Bank,318461,159530.37,643416
33301,01-04-2024,ESAF Small Finance Bank,191451,50697.32,46434
33302,01-04-2024,Federal Bank,16775633,1776380.94,1647272
33303,01-04-2024,Fingrowth Co-operative Bank,14040,10157.59,6668
33304,01-04-2024,Fino Payments Bank,122072822,612866.23,3604892
33305,01-04-2024,G S Mahanagar Co-operative Bank,103742,12559.27,5481
33306,01-04-2024,GP Parsik Janata Co-operative Bank,4276751,74528.49,3367
33307,01-04-2024,Godavari Urban Co-operative Bank,344,92.11,64
33308,01-04-2024,Guardian Souharda Co-operative Bank,2077,327.13,1750
33309,01-04-2024,Gujarat Ambuja Co-operative Bank,9385,1625.46,255
33310,01-04-2024,HDFC Bank,1142722993,36171565.71,18677818
33311,01-04-2024,Himachal Pradesh Gramin Bank,96206,159644.9,51878
33312,01-04-2024,Himatnagar Nagrik Co-operative Bank,40835,3055.41,558
33313,01-04-2024,Hooghly District Central Co-operative Bank,387,61.12,287
33314,01-04-2024,HSBC,9188569,430807.89,179019
33315,01-04-2024,Hutatma Co-operative Bank,2225,432.15,331
33316,01-04-2024,ICICI Bank,583174242,29764053.45,16612872
33317,01-04-2024,IDBI Bank,144763044,3467869.56,433400
33318,01-04-2024,IDFC First Bank,86568792,4142483.02,1433108
33319,01-04-2024,Income Tax Department Co-operative Bank,1143,157.99,332
33320,01-04-2024,India Post Payments Bank,14797492,312616.1,1833472
33321,01-04-2024,Indian Bank,387959226,6468012.34,1746147
33322,01-04-2024,Indian Overseas Bank,176546483,2742555.86,193890
33323,01-04-2024,Indore Cloth Market Co-operative Bank,3769,1121.33,693
33324,01-04-2024,Indore Paraspar Co-operative Bank,19463,563.5,1619
33325,01-04-2024,Indraprastha Sehkari Bank,2570,1582.36,361
